Name	NameEnglish	Subtype	MainCategory	Region	Description
గోపాల్ ఇండస్ట్రీస్, గుంటూరు, ఆంధ్రప్రదేశ్	గోపాల్ ఇండస్ట్రీస్, గుంటూరు, ఆంధ్రప్రదేశ్	CORP_COMPANY	ORGANIZATION	Andhra Pradesh	గోపాల్ ఇండస్ట్రీస్, గుంటూరు, ఆంధ్రప్రదేశ్ is a corp_company in Andhra Pradesh/Telangana
టాటా కన్సల్టెన్సీ సర్వీసెస్ (టిసిఎస్), ముంబై	టాటా కన్సల్టెన్సీ సర్వీసెస్ (టిసిఎస్), ముంబై	CORP_COMPANY	ORGANIZATION	South India	టాటా కన్సల్టెన్సీ సర్వీసెస్ (టిసిఎస్), ముంబై is a corp_company in Andhra Pradesh/Telangana
టాటా కన్సల్టెన్సీ సర్వీసెస్ (టిసిఎస్), హైదరాబాద్, తెలంగాణ	టాటా కన్సల్టెన్సీ సర్వీసెస్ (టిసిఎస్), హైదరాబాద్, తెలంగాణ	CORP_COMPANY	ORGANIZATION	Telangana	టాటా కన్సల్టెన్సీ సర్వీసెస్ (టిసిఎస్), హైదరాబాద్, తెలంగాణ is a corp_company in Andhra Pradesh/Telangana
టాటా మోటార్స్, ముంబై	టాటా మోటార్స్, ముంబై	CORP_COMPANY	ORGANIZATION	South India	టాటా మోటార్స్, ముంబై is a corp_company in Andhra Pradesh/Telangana
టెస్లా ఇంక్., USA	టెస్లా ఇంక్., USA	CORP_COMPANY	ORGANIZATION	South India	టెస్లా ఇంక్., USA is a corp_company in Andhra Pradesh/Telangana
డా. రెడ్డీ’స్ లాబొరేటరీస్, హైదరాబాద్, తెలంగాణ	డా. రెడ్డీ’స్ లాబొరేటరీస్, హైదరాబాద్, తెలంగాణ	CORP_COMPANY	ORGANIZATION	Telangana	డా. రెడ్డీ’స్ లాబొరేటరీస్, హైదరాబాద్, తెలంగాణ is a corp_company in Andhra Pradesh/Telangana
డెల్ టెక్నాలజీస్, హైదరాబాద్, తెలంగాణ	డెల్ టెక్నాలజీస్, హైదరాబాద్, తెలంగాణ	CORP_COMPANY	ORGANIZATION	Telangana	డెల్ టెక్నాలజీస్, హైదరాబాద్, తెలంగాణ is a corp_company in Andhra Pradesh/Telangana
తెలంగాణ స్టేట్ ఫైనాన్షియల్ కార్పొరేషన్ (TSFC), హైదరాబాద్, తెలంగాణ	తెలంగాణ స్టేట్ ఫైనాన్షియల్ కార్పొరేషన్ (TSFC), హైదరాబాద్, తెలంగాణ	CORP_COMPANY	ORGANIZATION	Telangana	తెలంగాణ స్టేట్ ఫైనాన్షియల్ కార్పొరేషన్ (TSFC), హైదరాబాద్, తెలంగాణ is a corp_company in Andhra Pradesh/Telangana
నారా గ్రూప్ (కొల్లు నారాయణ స్వామి), విజయవాడ, ఆంధ్రప్రదేశ్	నారా గ్రూప్ (కొల్లు నారాయణ స్వామి), విజయవాడ, ఆంధ్రప్రదేశ్	CORP_COMPANY	ORGANIZATION	Andhra Pradesh	నారా గ్రూప్ (కొల్లు నారాయణ స్వామి), విజయవాడ, ఆంధ్రప్రదేశ్ is a corp_company in Andhra Pradesh/Telangana
నెస్లె, స్విట్జర్లాండ్	నెస్లె, స్విట్జర్లాండ్	CORP_COMPANY	ORGANIZATION	South India	నెస్లె, స్విట్జర్లాండ్ is a corp_company in Andhra Pradesh/Telangana
ఫిజర్ అండ్ పేకర్, హైదరాబాద్, తెలంగాణ	ఫిజర్ అండ్ పేకర్, హైదరాబాద్, తెలంగాణ	CORP_COMPANY	ORGANIZATION	Telangana	ఫిజర్ అండ్ పేకర్, హైదరాబాద్, తెలంగాణ is a corp_company in Andhra Pradesh/Telangana
బిజిఎం గ్రూప్, UK	బిజిఎం గ్రూప్, UK	CORP_COMPANY	ORGANIZATION	South India	బిజిఎం గ్రూప్, UK is a corp_company in Andhra Pradesh/Telangana
భారత్ పెట్రోలియం కార్పొరేషన్ లిమిటెడ్ (బిపిసిఎల్), ముంబై	భారత్ పెట్రోలియం కార్పొరేషన్ లిమిటెడ్ (బిపిసిఎల్), ముంబై	CORP_COMPANY	ORGANIZATION	South India	భారత్ పెట్రోలియం కార్పొరేషన్ లిమిటెడ్ (బిపిసిఎల్), ముంబై is a corp_company in Andhra Pradesh/Telangana
మైక్రోసాఫ్ట్ ఇండియా, హైదరాబాద్, తెలంగాణ	మైక్రోసాఫ్ట్ ఇండియా, హైదరాబాద్, తెలంగాణ	CORP_COMPANY	ORGANIZATION	Telangana	మైక్రోసాఫ్ట్ ఇండియా, హైదరాబాద్, తెలంగాణ is a corp_company in Andhra Pradesh/Telangana
మైక్రోసాఫ్ట్ కార్పొరేషన్, USA	మైక్రోసాఫ్ట్ కార్పొరేషన్, USA	CORP_COMPANY	ORGANIZATION	South India	మైక్రోసాఫ్ట్ కార్పొరేషన్, USA is a corp_company in Andhra Pradesh/Telangana
మైలాన్ లాబొరేటరీస్, హైదరాబాద్, తెలంగాణ	మైలాన్ లాబొరేటరీస్, హైదరాబాద్, తెలంగాణ	CORP_COMPANY	ORGANIZATION	Telangana	మైలాన్ లాబొరేటరీస్, హైదరాబాద్, తెలంగాణ is a corp_company in Andhra Pradesh/Telangana
రిలయెన్స్ ఇండస్ట్రీస్ లిమిటెడ్, ముంబై	రిలయెన్స్ ఇండస్ట్రీస్ లిమిటెడ్, ముంబై	CORP_COMPANY	ORGANIZATION	South India	రిలయెన్స్ ఇండస్ట్రీస్ లిమిటెడ్, ముంబై is a corp_company in Andhra Pradesh/Telangana
లోరియల్, ఫ్రాన్స్	లోరియల్, ఫ్రాన్స్	CORP_COMPANY	ORGANIZATION	South India	లోరియల్, ఫ్రాన్స్ is a corp_company in Andhra Pradesh/Telangana
విప్రో లిమిటెడ్, బెంగళూరు	విప్రో లిమిటెడ్, బెంగళూరు	CORP_COMPANY	ORGANIZATION	South India	విప్రో లిమిటెడ్, బెంగళూరు is a corp_company in Andhra Pradesh/Telangana
విప్రో, హైదరాబాద్, తెలంగాణ	విప్రో, హైదరాబాద్, తెలంగాణ	CORP_COMPANY	ORGANIZATION	Telangana	విప్రో, హైదరాబాద్, తెలంగాణ is a corp_company in Andhra Pradesh/Telangana
సామ్సంగ్ ఎలక్ట్రానిక్స్, దక్షిణ కొరియా	సామ్సంగ్ ఎలక్ట్రానిక్స్, దక్షిణ కొరియా	CORP_COMPANY	ORGANIZATION	South India	సామ్సంగ్ ఎలక్ట్రానిక్స్, దక్షిణ కొరియా is a corp_company in Andhra Pradesh/Telangana
సిటిఎస్ ఇండియా, హైదరాబాద్, తెలంగాణ	సిటిఎస్ ఇండియా, హైదరాబాద్, తెలంగాణ	CORP_COMPANY	ORGANIZATION	Telangana	సిటిఎస్ ఇండియా, హైదరాబాద్, తెలంగాణ is a corp_company in Andhra Pradesh/Telangana
సోనీ గ్రూప్, జపాన్	సోనీ గ్రూప్, జపాన్	CORP_COMPANY	ORGANIZATION	South India	సోనీ గ్రూప్, జపాన్ is a corp_company in Andhra Pradesh/Telangana
హిందుస్తాన్ యూనిలీవర్, ముంబై	హిందుస్తాన్ యూనిలీవర్, ముంబై	CORP_COMPANY	ORGANIZATION	South India	హిందుస్తాన్ యూనిలీవర్, ముంబై is a corp_company in Andhra Pradesh/Telangana
హెటెరో డ్రగ్స్, హైదరాబాద్, తెలంగాణ	హెటెరో డ్రగ్స్, హైదరాబాద్, తెలంగాణ	CORP_COMPANY	ORGANIZATION	Telangana	హెటెరో డ్రగ్స్, హైదరాబాద్, తెలంగాణ is a corp_company in Andhra Pradesh/Telangana
telagan temples list like this format యాదాద్రి లక్ష్మీ నరసింహ స్వామి ఆలయం	telagan temples list like this format యాదాద్రి లక్ష్మీ నరసింహ స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	telagan temples list like this format యాదాద్రి లక్ష్మీ నరసింహ స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
అంగ్కోర్ వాట్ (కంబోడియా)	అంగ్కోర్ వాట్ (కంబోడియా)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అంగ్కోర్ వాట్ (కంబోడియా) is a famous temple in Andhra Pradesh/Telangana
అంతర్వేది లక్ష్మీ నరసింహ స్వామి ఆలయం	అంతర్వేది లక్ష్మీ నరసింహ స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అంతర్వేది లక్ష్మీ నరసింహ స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
అక్షరధామ్ దేవాలయం	అక్షరధామ్ దేవాలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అక్షరధామ్ దేవాలయం is a famous temple in Andhra Pradesh/Telangana
అజంతా గుహలు (బౌద్ధ చైత్యాలయాలు)	Ajanta Caves (బౌద్ధ చైత్యాలయాలు)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అజంతా గుహలు (బౌద్ధ చైత్యాలయాలు) is a famous temple in Andhra Pradesh/Telangana
అనమయ్య ఆలయం (మాచవరం)	అనమయ్య ఆలయం (మాచవరం)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అనమయ్య ఆలయం (మాచవరం) is a famous temple in Andhra Pradesh/Telangana
అన్నమయ్య ఆలయం	అన్నమయ్య ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అన్నమయ్య ఆలయం is a famous temple in Andhra Pradesh/Telangana
అన్నమయ్య జిల్లా శ్రీ వెంకటేశ్వర స్వామి ఆలయం	అన్నమయ్య జిల్లా శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అన్నమయ్య జిల్లా శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
అన్నవరం శ్రీ సత్యనారాయణ స్వామి ఆలయం	అన్నవరం శ్రీ సత్యనారాయణ స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అన్నవరం శ్రీ సత్యనారాయణ స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
అప్పానమండపం శ్రీ రాఘవేంద్ర స్వామి ఆలయం	అప్పానమండపం శ్రీ రాఘవేంద్ర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అప్పానమండపం శ్రీ రాఘవేంద్ర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
అమరావతి అమరేశ్వర దేవాలయం	అమరావతి అమరేశ్వర దేవాలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అమరావతి అమరేశ్వర దేవాలయం is a famous temple in Andhra Pradesh/Telangana
అమరావతి అమరేశ్వర స్వామి ఆలయం	అమరావతి అమరేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అమరావతి అమరేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
అమలాపురం లక్ష్మీ నరసింహ స్వామి ఆలయం	అమలాపురం లక్ష్మీ నరసింహ స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అమలాపురం లక్ష్మీ నరసింహ స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
అరకు శ్రీ వెంకటేశ్వర స్వామి ఆలయం	అరకు శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అరకు శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
అలంపూర్ నవ బ్రహ్మ ఆలయాలు	అలంపూర్ నవ బ్రహ్మ ఆలయాలు	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అలంపూర్ నవ బ్రహ్మ ఆలయాలు is a famous temple in Andhra Pradesh/Telangana
అవనిగడ్డ శ్రీ వెంకటేశ్వర స్వామి ఆలయం	అవనిగడ్డ శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	అవనిగడ్డ శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
ఆమలాపురం శ్రీ సూర్య నారాయణ స్వామి ఆలయం	ఆమలాపురం శ్రీ సూర్య నారాయణ స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	ఆమలాపురం శ్రీ సూర్య నారాయణ స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
ఆలంపూర్ జోగేశ్వర స్వామి ఆలయం	ఆలంపూర్ జోగేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	ఆలంపూర్ జోగేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
ఇస్కాన్ దేవాలయాలు	ఇస్కాన్ దేవాలయాలు	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	ఇస్కాన్ దేవాలయాలు is a famous temple in Andhra Pradesh/Telangana
ఉజ్జయిని మహంకాళి ఆలయం (సికింద్రాబాద్)	ఉజ్జయిని మహంకాళి ఆలయం (సికింద్రాబాద్)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	ఉజ్జయిని మహంకాళి ఆలయం (సికింద్రాబాద్) is a famous temple in Andhra Pradesh/Telangana
ఎల్లోరా గుహలు (కైలాసనాథ దేవాలయం)	Ellora Caves (కైలాసనాథ దేవాలయం)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	ఎల్లోరా గుహలు (కైలాసనాథ దేవాలయం) is a famous temple in Andhra Pradesh/Telangana
ఏలూరు రామలింగేశ్వర ఆలయం	ఏలూరు రామలింగేశ్వర ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	ఏలూరు రామలింగేశ్వర ఆలయం is a famous temple in Andhra Pradesh/Telangana
ఏలూరు రామలింగేశ్వర స్వామి ఆలయం	ఏలూరు రామలింగేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	ఏలూరు రామలింగేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
ఒంగోలు శ్రీ రామలింగేశ్వర స్వామి ఆలయం	ఒంగోలు శ్రీ రామలింగేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	ఒంగోలు శ్రీ రామలింగేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
కడప శ్రీ వెంకటేశ్వర స్వామి ఆలయం	కడప శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కడప శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
కాకినాడ శ్రీ కాళహస్తీశ్వర స్వామి ఆలయం	కాకినాడ శ్రీ కాళహస్తీశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కాకినాడ శ్రీ కాళహస్తీశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
కాకినాడ శ్రీ వెంకటేశ్వర స్వామి ఆలయం	కాకినాడ శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కాకినాడ శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
కాట్రెగుంట శివాలయం	కాట్రెగుంట శివాలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కాట్రెగుంట శివాలయం is a famous temple in Andhra Pradesh/Telangana
కాట్రెగుంట శ్రీ వెంకటేశ్వర స్వామి ఆలయం	కాట్రెగుంట శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కాట్రెగుంట శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
కామారెడ్డి శ్రీ వెంకటేశ్వర స్వామి ఆలయం	కామారెడ్డి శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కామారెడ్డి శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
కాళహస్తి ఆలయం	కాళహస్తి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కాళహస్తి ఆలయం is a famous temple in Andhra Pradesh/Telangana
కాశీ విశ్వనాథ దేవాలయం	కాశీ విశ్వనాథ దేవాలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కాశీ విశ్వనాథ దేవాలయం is a famous temple in Andhra Pradesh/Telangana
కొప్పోతు కామాఖ్య పీఠం	కొప్పోతు కామాఖ్య పీఠం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కొప్పోతు కామాఖ్య పీఠం is a famous temple in Andhra Pradesh/Telangana
కొయ్యలగూడెం శ్రీ వెంకటేశ్వర స్వామి ఆలయం	కొయ్యలగూడెం శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కొయ్యలగూడెం శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
కొల్లిపాక శ్రీ లక్ష్మీ నరసింహ స్వామి ఆలయం	కొల్లిపాక శ్రీ లక్ష్మీ నరసింహ స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కొల్లిపాక శ్రీ లక్ష్మీ నరసింహ స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
కొల్లేరు శ్రీ వెంకటేశ్వర స్వామి ఆలయం	కొల్లేరు శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కొల్లేరు శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
కొవ్వూరు శ్రీ లక్ష్మీ నరసింహ స్వామి ఆలయం	కొవ్వూరు శ్రీ లక్ష్మీ నరసింహ స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కొవ్వూరు శ్రీ లక్ష్మీ నరసింహ స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
కోటి లింగాల ఆలయం (గడిచర్ల)	కోటి లింగాల ఆలయం (గడిచర్ల)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కోటి లింగాల ఆలయం (గడిచర్ల) is a famous temple in Andhra Pradesh/Telangana
కోటిపల్లి శ్రీ రామలింగేశ్వర స్వామి ఆలయం	కోటిపల్లి శ్రీ రామలింగేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కోటిపల్లి శ్రీ రామలింగేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
కోటిలింగేశ్వర స్వామి ఆలయం (సమలకోట)	కోటిలింగేశ్వర స్వామి ఆలయం (సమలకోట)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	కోటిలింగేశ్వర స్వామి ఆలయం (సమలకోట) is a famous temple in Andhra Pradesh/Telangana
గోల్డెన్ టెంపుల్ (అమృతసర్)	గోల్డెన్ టెంపుల్ (అమృతసర్)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	గోల్డెన్ టెంపుల్ (అమృతసర్) is a famous temple in Andhra Pradesh/Telangana
చంద్రగిరి శ్రీ వెంకటేశ్వర స్వామి ఆలయం	చంద్రగిరి శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	చంద్రగిరి శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
చిలుకూరు బాలాజి ఆలయం	చిలుకూరు బాలాజి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	చిలుకూరు బాలాజి ఆలయం is a famous temple in Andhra Pradesh/Telangana
చీడికాడ శివాలయం	చీడికాడ శివాలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	చీడికాడ శివాలయం is a famous temple in Andhra Pradesh/Telangana
చీడికాడ శ్రీ భోగ నరసింహ స్వామి ఆలయం	చీడికాడ శ్రీ భోగ నరసింహ స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	చీడికాడ శ్రీ భోగ నరసింహ స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
జగన్నాథ దేవాలయం (పురీ)	జగన్నాథ దేవాలయం (పురీ)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	జగన్నాథ దేవాలయం (పురీ) is a famous temple in Andhra Pradesh/Telangana
జగ్గంపేట శ్రీ రామలింగేశ్వర స్వామి ఆలయం	జగ్గంపేట శ్రీ రామలింగేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	జగ్గంపేట శ్రీ రామలింగేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
జైన మందిరం (రాణాక్ పుర్)	జైన మందిరం (రాణాక్ పుర్)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	జైన మందిరం (రాణాక్ పుర్) is a famous temple in Andhra Pradesh/Telangana
తిరుపతి గోవిందరాజ స్వామి ఆలయం	తిరుపతి గోవిందరాజ స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	తిరుపతి గోవిందరాజ స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
తిరుమల	Tirumala	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	తిరుమల is a famous temple in Andhra Pradesh/Telangana
తిరుమల శ్రీ వేంకటేశ్వర ఆలయం	తిరుమల శ్రీ వేంకటేశ్వర ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	తిరుమల శ్రీ వేంకటేశ్వర ఆలయం is a famous temple in Andhra Pradesh/Telangana
తిరుమల శ్రీ వేంకటేశ్వర స్వామి ఆలయం	తిరుమల శ్రీ వేంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	తిరుమల శ్రీ వేంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
తుమ్మలపల్లి శ్రీ వెంకటేశ్వర స్వామి ఆలయం	తుమ్మలపల్లి శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	తుమ్మలపల్లి శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
దాక్షాయణి దేవాలయం (కొట్టారం)	దాక్షాయణి దేవాలయం (కొట్టారం)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	దాక్షాయణి దేవాలయం (కొట్టారం) is a famous temple in Andhra Pradesh/Telangana
దిల్వారా జైన దేవాలయాలు (మౌంట్ అబు)	దిల్వారా జైన దేవాలయాలు (మౌంట్ అబు)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	దిల్వారా జైన దేవాలయాలు (మౌంట్ అబు) is a famous temple in Andhra Pradesh/Telangana
ద్రాక్షారామ బృహదీశ్వరాలయం	ద్రాక్షారామ బృహదీశ్వరాలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	ద్రాక్షారామ బృహదీశ్వరాలయం is a famous temple in Andhra Pradesh/Telangana
ద్రాక్షారామం	ద్రాక్షారామం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	ద్రాక్షారామం is a famous temple in Andhra Pradesh/Telangana
నందిగామ శ్రీ వెంకటేశ్వర స్వామి ఆలయం	నందిగామ శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	నందిగామ శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
నంద్యాల శ్రీ యోగ నరసింహ స్వామి ఆలయం	నంద్యాల శ్రీ యోగ నరసింహ స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	నంద్యాల శ్రీ యోగ నరసింహ స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
నరసింహ క్షేత్రం (అమరావతి)	నరసింహ క్షేత్రం (అమరావతి)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	నరసింహ క్షేత్రం (అమరావతి) is a famous temple in Andhra Pradesh/Telangana
నర్సాపూర్ శ్రీ వెంకటేశ్వర స్వామి ఆలయం	నర్సాపూర్ శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	నర్సాపూర్ శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
పగోడా ఆఫ్ షావోలిన్ టెంపుల్ (చైనా)	పగోడా ఆఫ్ షావోలిన్ టెంపుల్ (చైనా)	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	పగోడా ఆఫ్ షావోలిన్ టెంపుల్ (చైనా) is a famous temple in Andhra Pradesh/Telangana
పమిడి శ్రీ లక్ష్మీ నరసింహ స్వామి ఆలయం	పమిడి శ్రీ లక్ష్మీ నరసింహ స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	పమిడి శ్రీ లక్ష్మీ నరసింహ స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
పశుపతినాథ్ దేవాలయం	పశుపతినాథ్ దేవాలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	పశుపతినాథ్ దేవాలయం is a famous temple in Andhra Pradesh/Telangana
పాడేరు శ్రీ వెంకటేశ్వర స్వామి ఆలయం	పాడేరు శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	పాడేరు శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
పామురు శ్రీ వెంకటేశ్వర స్వామి ఆలయం	పామురు శ్రీ వెంకటేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	పామురు శ్రీ వెంకటేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
పాలకుర్తి రామలింగేశ్వర స్వామి ఆలయం	పాలకుర్తి రామలింగేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	పాలకుర్తి రామలింగేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
పాలకొల్లు సూర్య నారాయణ స్వామి ఆలయం	పాలకొల్లు సూర్య నారాయణ స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	పాలకొల్లు సూర్య నారాయణ స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
పాలమూరు శ్రీ రామలింగేశ్వర స్వామి ఆలయం	పాలమూరు శ్రీ రామలింగేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	పాలమూరు శ్రీ రామలింగేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
పాల్వంచ శ్రీ రామలింగేశ్వర స్వామి ఆలయం	పాల్వంచ శ్రీ రామలింగేశ్వర స్వామి ఆలయం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	పాల్వంచ శ్రీ రామలింగేశ్వర స్వామి ఆలయం is a famous temple in Andhra Pradesh/Telangana
పిఠాపురం కామాఖ్య పీఠం	పిఠాపురం కామాఖ్య పీఠం	TEMPLE	RELIGIOUS	Andhra Pradesh/Telangana	పిఠాపురం కామాఖ్య పీఠం is a famous temple in Andhra Pradesh/Telangana
